,nodeid,iccid_x,res_time_start_s,res_time_end_s,gps_lat,gps_long,gps_speed,res_dl_throughput_kbps,res_ul_throughput_kbps,res_rtt_tcp_payload_client_ns,res_rtt_tcp_payload_server_ns,apu,route_id,segment_id,segment_lat,segment_long,route_desc,ts_start,ts_end,iccid_y,total_measurement_duration,dl_test_duration,imsimccmnc,nwmccmnc,cid_changes,enodebid_changes,devicemode_changes,devicesubmode_changes,rsrp_changes,rssi_changes,lac_changes,min_rsrp,max_rsrp,median_rsrp,min_rssi,max_rssi,median_rssi,hour_of_day,day_of_week,res_dl_kbps
35,462,8947080036001641837,1502885778.0,1502885811.0,59.952725,11.039712,68.524,4957.1978229999995,11717.399198000001,52502367,50980620,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1502885778,1502885811,8947080036001641837,33,14.631767988204956,24202,24202,2,0,0,0,2,0,0,-85.0,-83.0,-85.0,-56,-56,-56.0,12,2,4957.1978229999995
36,462,8947080036001641837,1502950576.0,1502950603.0,59.953269999999996,11.042713000000001,37.966,6085.642036,13494.697063999998,34736857,35032142,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1502950576,1502950603,8947080036001641837,27,11.609872579574585,24202,24202,0,0,0,0,2,2,0,-86.0,-80.0,-83.0,-60,-52,-58.0,6,3,6085.642036
37,462,89470000160204125877,1507025707.0,1507025737.0,59.955038,11.052537,65.3756,26883.924319,14467.844818000001,31633217,20271871,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1507025707,1507025737,89470000160204125877,30,13.1663818359375,24201,24201,2,0,0,0,3,3,0,-89.0,-75.0,-85.0,-63,-53,-60.0,10,1,26883.924319
38,463,89470715000001455646,1507025727.0,1507025755.0,59.953525,11.044713,25.5576,15319.060556999999,7173.26105,27227591,30022563,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1507025727,1507025755,89470715000001455646,28,11.503423929214478,24214,24214,0,0,0,0,2,2,0,-92.0,-88.0,-91.0,-67,-60,-65.0,10,1,15319.060556999999
39,558,8947080038000121829,1511028908.0,1511028936.0,60.063302,11.386783,109.4532,17076.396311174158,2395.907499418493,42652332,38747174,2,4,423,60.062087816982796,11.385790787500401,Oslo - Roros - Storen,1511028908,1511028936,8947080038000121829,28,10.698628187179564,24202,24202,0,0,0,0,1,2,0,-85.0,-84.0,-85.0,-61,-57,-59.0,18,5,17076.396311174158
40,558,8947080038000121829,1515945669.0,1515945699.0,59.954415000000004,11.050575,39.6328,5832.706869018655,13967.998828569556,31830048,40052834,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1515945669,1515945699,8947080038000121829,30,13.862698316574097,24202,24202,2,0,0,0,2,3,0,-85.0,-80.0,-81.0,-57,-52,-54.5,16,6,5832.706869018655
41,566,8947080038000121860,1515686468.0,1515686502.0,59.958085,11.059782,57.2268,2729.455138127605,1976.9957977276486,25459477,23825512,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1515686468,1515686502,8947080038000121860,34,10.638278484344482,24202,24202,1,0,0,0,0,1,0,,,,-87,-85,-85.0,16,3,2729.455138127605
42,566,89470000160905522000,1515686523.0,1515686553.0,59.953988,11.048993,34.4472,7476.460231819608,13804.844639337942,30589168,40447693,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1515686523,1515686553,89470000160905522000,30,12.79730749130249,24201,24201,1,0,0,0,3,3,0,-86.0,-78.0,-84.0,-55,-48,-53.0,16,3,7476.460231819608
43,566,89470000160905522000,1516464114.0,1516464142.0,59.953152,11.044432,10.186,58700.513307038615,12039.895004175292,45861738,31043305,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1516464114,1516464142,89470000160905522000,28,10.799222946166992,24201,24201,0,0,0,0,1,1,0,-77.0,-75.0,-76.0,-49,-46,-47.5,16,5,58700.513307038615
44,566,89470000160905522000,1516550570.0,1516550600.0,59.952627,11.039828,54.634,14665.821685421919,3320.760623084206,38836510,47704338,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1516550570,1516550600,89470000160905522000,30,10.944998741149902,24201,24201,0,0,0,0,2,0,0,-85.0,-81.0,-84.0,-54,-54,-54.0,16,6,14665.821685421919
45,566,8947080038000121860,1516615266.0,1516615296.0,59.955259999999996,11.053338,39.2624,14999.04430058616,2832.607295434145,22694552,29658830,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1516615266,1516615296,8947080038000121860,30,10.555970668792725,24202,24202,0,0,0,0,2,0,0,-86.0,-82.0,-83.0,-58,-58,-58.0,10,0,14999.04430058616
46,566,89470000160905522000,1516615318.0,1516615345.0,59.953,11.04354,17.2236,43193.227482548435,8883.499713836254,32479274,20520848,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1516615318,1516615345,89470000160905522000,27,10.395898818969727,24201,24201,0,0,0,0,2,1,0,-77.0,-74.0,-76.0,-51,-48,-48.0,10,0,43193.227482548435
47,566,89470000160905522000,1516636975.0,1516637015.0,59.95268000000001,11.03952,40.0032,8272.069404242364,855.905113344062,50786102,78613542,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1516636975,1516637015,89470000160905522000,40,17.581327438354492,24201,24201,1,0,0,0,3,2,0,-84.0,-80.0,-82.0,-56,-52,-54.0,16,0,8272.069404242364
48,566,8947080038000121860,1516874466.0,1516874503.0,59.95500500000001,11.052498,34.4472,15288.070463141998,4725.7326777038925,56791411,48214267,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1516874466,1516874503,8947080038000121860,37,10.17301321029663,24202,24202,0,0,0,0,2,1,0,-85.0,-77.0,-81.0,-52,-50,-50.0,10,3,15288.070463141998
49,566,89470000160905522000,1516874525.0,1516874553.0,59.953378,11.045757,25.002,15994.993966524768,5342.652061512468,39714622,39566795,2,4,451,59.953584854545404,11.056507432727301,Oslo - Roros - Storen,1516874525,1516874553,89470000160905522000,28,10.679190158843994,24201,24201,1,0,0,0,2,1,0,-78.0,-62.0,-65.0,-48,-36,-36.0,10,3,15994.993966524768
